name,full_name,unit,kind,label,type_hint,okved_code,hs_code
Молоко Samsung 9241,"Молоко Samsung 9241, реальный товар",шт,Продукты,Товар,Товар,14.12,8429.44.100
Ботинки Adidas 8993,"Ботинки Adidas 8993, реальный товар",м,Обувь,Товар,Товар,27.51,8498.57.100
Холодильник Danone 1829,"Холодильник Danone 1829, реальный товар",кг,Бытовая техника,Товар,Товар,14.12,8411.15.100
Колбаса Samsung 5841,"Колбаса Samsung 5841, реальный товар",шт,Продукты,Товар,Товар,27.51,8410.83.100
Куртка Danone 6306,"Куртка Danone 6306, реальный товар",шт,Одежда,Товар,Товар,15.29,8435.60.100
Кроссовки LG 8638,"Кроссовки LG 8638, реальный товар",м,Обувь,Товар,Товар,10.51,8458.91.100
Уборка помещения Сервис,"Уборка помещения, предоставляется компанией Сервис",месяц,Красота,Услуга,Услуга,62.01,
Установка окна Сервис,"Установка окна, предоставляется компанией Сервис",услуга,Логистика,Услуга,Услуга,49.41,
Графический дизайн Центр,"Графический дизайн, предоставляется компанией Центр",месяц,Красота,Услуга,Услуга,49.41,
Монитор Nike 9964,"Монитор Nike 9964, реальный товар",м,Электроника,Товар,Товар,10.51,8438.14.100
Стиральная машина LG 8073,"Стиральная машина LG 8073, реальный товар",кг,Бытовая техника,Товар,Товар,26.30,8447.42.100
Графический дизайн Центр,"Графический дизайн, предоставляется компанией Центр",час,ИТ услуги,Услуга,Услуга,96.04,
Саморезы Samsung 3062,"Саморезы Samsung 3062, реальный товар",м,Материалы,Товар,Товар,10.51,8465.98.100
Установка окна Студия,"Установка окна, предоставляется компанией Студия",месяц,Логистика,Услуга,Услуга,62.01,
